Age,Special,Potential,Wage,General,GK,Position,Class
30,1832,67,2.0,63.206896551724135,12.8,CM,0
26,1734,67,5.0,60.13793103448276,9.8,CAM,0
21,1590,79,2.0,55.724137931034484,8.4,RW,0
33,1759,67,3.0,61.241379310344826,11.0,LCM,0
25,1693,71,3.0,58.55172413793103,10.2,RB,0
23,1683,74,1.0,58.48275862068966,9.8,RW,0
26,1573,68,12.0,54.206896551724135,11.8,ST,0
33,1726,67,5.0,60.6551724137931,8.6,LCM,0
21,1540,74,3.0,53.310344827586206,11.2,RCB,0
21,1758,74,1.0,60.41379310344828,10.8,RB,0
34,1599,67,2.0,55.93103448275862,10.0,CB,0
23,1693,72,2.0,58.724137931034484,9.8,RB,0
28,1738,67,3.0,60.13793103448276,9.6,RCM,0
27,1813,67,3.0,62.86206896551724,10.4,LB,0
25,1862,70,1.0,64.82758620689656,10.4,LM,0
24,1293,72,5.0,44.96551724137931,9.6,RCB,0
25,1748,69,5.0,60.206896551724135,10.2,RM,0
18,1665,79,15.0,58.06896551724138,9.4,CAM,0
28,1821,67,4.0,62.86206896551724,12.4,CM,0
26,1528,68,4.0,53.172413793103445,9.8,RS,0
23,1448,72,20.0,51.48275862068966,3.0,CB,0
23,1478,73,4.0,51.86206896551724,6.6,LCB,0
23,1707,74,2.0,58.89655172413793,11.2,RB,0
25,1722,70,8.0,59.86206896551724,9.4,RCM,0
31,1614,67,2.0,56.172413793103445,10.6,RCB,0
26,1618,70,2.0,56.172413793103445,10.0,CDM,0
17,1722,87,15.0,59.58620689655172,12.6,CAM,0
26,1570,67,9.0,54.51724137931034,10.2,CAM,0
28,1679,67,3.0,58.206896551724135,11.4,RW,0
25,1723,72,2.0,59.48275862068966,10.6,RB,0
21,1762,81,5.0,60.55172413793103,11.8,RB,0
24,1663,71,5.0,57.51724137931034,11.8,ST,0
23,1676,73,1.0,58.172413793103445,10.2,LM,0
23,1720,75,1.0,59.3448275862069,11.6,LWB,0
19,1709,79,8.0,58.3448275862069,14.2,RM,0
30,1785,67,16.0,62.0,10.8,CDM,0
31,1544,67,3.0,53.10344827586207,13.8,CB,0
27,1790,67,2.0,61.86206896551724,13.0,CAM,0
28,1883,67,7.0,65.48275862068965,10.4,RCM,0
25,1706,69,12.0,59.241379310344826,11.4,ST,0
25,1816,70,2.0,63.310344827586206,9.0,CM,0
21,1692,75,4.0,58.86206896551724,9.6,RW,0
27,1625,67,6.0,55.6551724137931,13.6,ST,0
28,1772,67,3.0,61.44827586206897,11.0,RWB,0
24,1616,72,2.0,56.13793103448276,10.4,ST,0
25,1501,71,6.0,51.6551724137931,11.6,ST,0
27,1770,67,3.0,60.96551724137931,13.0,LS,0
28,1616,67,3.0,55.724137931034484,11.4,ST,0
26,1731,72,2.0,59.827586206896555,10.0,LCM,0
24,1724,70,3.0,59.689655172413794,11.6,ST,0
31,1804,67,3.0,62.55172413793103,10.4,CM,0
24,1846,70,2.0,64.20689655172414,8.2,LB,0
29,1363,67,5.0,47.3448275862069,10.4,CB,0
20,1567,78,7.0,54.793103448275865,7.2,ST,0
31,1833,67,3.0,63.89655172413793,10.0,CAM,0
21,1702,77,9.0,58.96551724137931,10.6,LB,0
24,1711,71,3.0,59.310344827586206,12.4,CDM,0
31,1918,67,3.0,66.51724137931035,10.2,LM,0
26,1807,72,4.0,62.58620689655172,8.4,CB,0
24,1830,72,8.0,62.86206896551724,13.4,CM,0
22,1668,74,3.0,57.58620689655172,11.0,RB,0
21,1730,77,2.0,59.724137931034484,12.0,ST,0
22,1713,75,3.0,59.206896551724135,11.4,RM,0
25,1861,68,3.0,64.13793103448276,12.2,RM,0
26,1636,68,2.0,56.48275862068966,13.0,CB,0
26,1584,70,7.0,54.93103448275862,10.2,CDM,0
30,1907,67,4.0,66.44827586206897,9.4,CAM,0
27,1737,68,2.0,59.44827586206897,13.2,RB,0
26,1810,68,3.0,62.724137931034484,10.8,RB,0
29,1813,67,6.0,62.6551724137931,11.6,RCB,0
31,1709,67,6.0,58.827586206896555,14.0,LB,0
25,1623,71,2.0,55.89655172413793,10.8,LB,0
21,1725,75,6.0,59.758620689655174,10.4,CDM,0
20,1810,80,3.0,63.206896551724135,10.0,CM,0
25,1544,72,2.0,53.275862068965516,9.2,RW,0
30,1776,67,3.0,61.41379310344828,12.4,RB,0
29,1807,67,2.0,62.51724137931034,12.2,RWB,0
25,1590,69,2.0,55.206896551724135,11.2,LM,0
23,1811,73,3.0,62.793103448275865,11.2,RM,0
30,1801,67,9.0,62.310344827586206,13.0,CAM,0
28,1648,67,3.0,56.793103448275865,10.8,LWB,0
32,1877,67,6.0,65.13793103448276,10.4,RCM,0
27,1757,68,1.0,60.86206896551724,10.0,CF,0
22,1648,74,29.0,56.827586206896555,12.4,ST,0
27,1701,67,5.0,59.06896551724138,10.6,LM,0
32,1735,67,3.0,60.03448275862069,9.8,LCM,0
33,1800,67,3.0,61.793103448275865,11.2,LB,0
29,1436,67,2.0,49.689655172413794,10.4,LCB,0
20,1493,81,8.0,51.44827586206897,11.8,LCB,0
25,1758,69,2.0,60.3448275862069,13.6,LDM,0
21,1714,78,5.0,59.89655172413793,9.2,CAM,0
21,1730,78,4.0,60.41379310344828,9.4,CM,0
23,1671,75,4.0,58.172413793103445,10.4,LM,0
30,1754,67,1.0,60.51724137931034,12.8,LDM,0
22,1734,76,3.0,59.793103448275865,9.6,LM,0
29,1794,67,2.0,62.3448275862069,10.6,CM,0
21,1623,77,14.0,56.172413793103445,9.8,RM,0
29,1815,67,3.0,62.6551724137931,12.0,RB,0
26,1606,68,2.0,55.55172413793103,12.2,CAM,0
30,1716,67,11.0,58.758620689655174,16.0,CAM,0
24,1747,71,6.0,60.206896551724135,11.8,RDM,0
21,1758,74,3.0,60.93103448275862,10.8,CM,0
20,1635,79,6.0,57.310344827586206,7.4,RB,0
29,1869,67,3.0,64.65517241379311,12.0,CM,0
24,1848,72,3.0,64.51724137931035,8.8,CM,0
27,1684,67,4.0,58.6551724137931,8.6,LM,0
26,1712,67,10.0,59.758620689655174,10.2,ST,0
21,1574,78,14.0,54.86206896551724,9.4,ST,0
18,1673,79,9.0,57.827586206896555,10.0,CAM,0
21,1643,75,6.0,56.96551724137931,10.0,CM,0
36,1805,67,2.0,63.03448275862069,10.4,CM,0
23,1797,74,2.0,61.758620689655174,12.8,LM,0
19,1650,82,14.0,57.86206896551724,8.4,CDM,0
20,1667,75,6.0,57.724137931034484,8.2,RB,0
30,1552,67,3.0,53.51724137931034,10.2,RCB,0
24,1755,70,3.0,60.3448275862069,13.2,LCM,0
20,1432,76,6.0,49.41379310344828,9.8,LCB,0
18,1561,83,21.0,54.275862068965516,8.8,ST,0
24,1877,71,6.0,64.79310344827586,11.6,LB,0
23,1698,73,2.0,58.827586206896555,10.2,RW,0
29,1742,67,5.0,60.55172413793103,9.0,RM,0
24,1726,72,3.0,59.89655172413793,9.6,RM,0
19,1527,80,3.0,53.10344827586207,8.6,RM,0
28,1800,67,3.0,62.62068965517241,10.6,RCM,0
22,1693,76,3.0,58.41379310344828,10.8,LM,0
22,1694,74,7.0,58.03448275862069,12.6,ST,0
25,1792,70,3.0,61.86206896551724,11.6,LCM,0
29,1558,67,4.0,54.06896551724138,9.4,LB,0
24,1596,73,3.0,55.86206896551724,7.2,ST,0
20,1736,77,1.0,60.3448275862069,9.6,CAM,0
21,1628,73,1.0,56.55172413793103,9.4,ST,0
28,1735,67,3.0,60.241379310344826,10.8,LM,0
22,1758,73,8.0,60.827586206896555,11.8,LB,0
22,1715,75,3.0,59.55172413793103,10.4,RCM,0
24,1767,71,7.0,60.793103448275865,12.0,CM,0
20,1878,79,7.0,65.3103448275862,9.4,LB,0
25,1763,70,4.0,60.93103448275862,11.4,RWB,0
21,1748,74,3.0,60.241379310344826,10.6,LDM,0
27,1600,68,3.0,55.689655172413794,9.6,ST,0
33,1918,67,3.0,66.58620689655173,10.6,LB,0
27,1722,68,1.0,59.96551724137931,9.2,CM,0
24,1645,74,1.0,56.93103448275862,10.8,CDM,0
29,1755,67,16.0,60.689655172413794,11.2,LW,0
24,1566,72,3.0,54.55172413793103,9.0,LCB,0
25,1679,70,2.0,58.13793103448276,11.0,RB,0
30,1717,67,2.0,59.44827586206897,10.6,CAM,0
30,1796,67,8.0,61.89655172413793,13.0,ST,0
25,1726,70,4.0,59.689655172413794,10.4,LB,0
32,1541,67,4.0,53.3448275862069,12.0,ST,0
33,1510,67,3.0,52.58620689655172,8.4,LCB,0
20,1699,81,2.0,59.0,9.6,CAM,0
19,1672,78,2.0,58.03448275862069,8.8,LB,0
31,1713,67,6.0,59.48275862068966,10.0,LM,0
24,1693,73,1.0,58.55172413793103,11.4,LCB,0
31,1696,67,2.0,59.06896551724138,8.6,ST,0
21,1635,75,5.0,56.55172413793103,10.4,RB,0
23,1314,78,1.0,45.41379310344828,10.0,CB,0
22,1763,76,6.0,61.241379310344826,10.8,LM,0
29,1752,67,3.0,60.62068965517241,11.8,RB,0
22,1639,72,2.0,56.62068965517241,10.4,CB,0
22,1615,73,6.0,55.724137931034484,9.6,LB,0
28,1686,67,3.0,57.827586206896555,12.0,RM,0
29,1828,67,4.0,63.48275862068966,10.8,LB,0
29,1760,67,5.0,61.13793103448276,9.4,RM,0
28,1773,67,4.0,61.206896551724135,12.4,ST,0
26,1639,71,2.0,56.89655172413793,10.2,CDM,0
28,1667,67,10.0,57.62068965517241,12.2,CB,0
20,1685,81,7.0,58.44827586206897,10.8,RW,0
34,1810,67,2.0,62.689655172413794,11.6,LCB,0
24,1813,70,6.0,62.6551724137931,11.8,LM,0
26,1730,69,4.0,59.6551724137931,10.6,CDM,0
23,1714,76,1.0,59.310344827586206,11.6,CAM,0
21,1654,77,18.0,57.10344827586207,13.0,ST,0
34,1711,67,6.0,58.689655172413794,13.4,ST,0
27,1633,67,5.0,56.793103448275865,10.4,RB,0
36,1703,67,1.0,58.827586206896555,13.4,CM,0
29,1838,67,5.0,63.37931034482759,12.6,CAM,0
27,1630,68,4.0,57.3448275862069,7.4,LS,0
26,1838,70,2.0,63.724137931034484,11.4,RCM,0
25,1450,69,2.0,50.3448275862069,10.4,CB,0
30,1718,67,6.0,59.48275862068966,13.4,ST,0
25,1565,70,10.0,54.310344827586206,10.8,ST,0
27,1869,67,3.0,64.79310344827586,10.8,RM,0
27,1587,69,3.0,54.93103448275862,10.8,RCB,0
29,1727,67,2.0,59.724137931034484,11.4,CDM,0
22,1632,75,4.0,56.724137931034484,10.4,CAM,0
22,1797,74,3.0,62.10344827586207,12.4,RDM,0
25,1706,69,1.0,59.44827586206897,10.4,CAM,0
30,1804,67,3.0,62.310344827586206,12.2,RB,0
31,1837,67,5.0,63.41379310344828,10.4,CDM,0
23,1811,71,2.0,62.6551724137931,11.0,CM,0
22,1756,78,15.0,60.89655172413793,9.6,CDM,0
26,1693,67,6.0,58.689655172413794,10.6,LM,0
26,1633,67,3.0,56.310344827586206,11.0,RM,0
24,1579,72,4.0,54.86206896551724,9.8,LW,0
21,1622,75,4.0,56.51724137931034,9.2,ST,0
29,1636,68,3.0,56.310344827586206,12.2,CB,0
30,1788,67,2.0,62.37931034482759,9.2,LB,0
27,1651,67,5.0,57.241379310344826,11.0,LM,0
20,1830,77,2.0,63.275862068965516,11.2,LB,0
20,1781,79,5.0,62.13793103448276,9.0,CM,0
25,1739,69,4.0,59.93103448275862,11.8,LM,0
23,1557,73,4.0,53.206896551724135,12.4,LM,0
31,1465,67,2.0,50.6551724137931,10.8,RCB,0
22,1699,75,4.0,58.724137931034484,11.0,ST,0
30,1820,67,4.0,62.724137931034484,11.2,ST,0
24,1373,71,3.0,47.51724137931034,10.6,RCB,0
29,1743,67,3.0,60.310344827586206,11.2,LB,0
21,1553,78,6.0,53.93103448275862,9.6,ST,0
26,1678,68,6.0,58.275862068965516,10.8,RCM,0
22,1749,74,2.0,60.37931034482759,10.0,RB,0
28,1720,67,2.0,59.172413793103445,11.4,RDM,0
20,1731,79,6.0,60.172413793103445,10.6,RM,0
32,1712,67,2.0,60.89655172413793,2.0,LCM,0
25,1535,71,3.0,52.37931034482759,13.2,RB,0
34,1766,67,6.0,61.310344827586206,10.4,ST,0
24,1679,73,3.0,58.3448275862069,8.8,CB,0
30,1749,67,4.0,60.793103448275865,7.6,RB,0
24,1700,72,3.0,59.10344827586207,10.2,RB,0
33,1398,67,3.0,47.758620689655174,12.0,RCB,0
26,1715,67,4.0,59.48275862068966,9.8,LM,0
31,1376,67,3.0,48.0,9.2,CB,0
21,1588,76,1.0,54.310344827586206,13.0,RCB,0
28,1822,67,4.0,63.13793103448276,10.4,CDM,0
21,1628,74,5.0,56.58620689655172,9.4,RB,0
23,1900,74,5.0,65.62068965517241,11.6,LCM,0
29,1444,67,5.0,49.758620689655174,10.6,ST,0
29,1340,67,4.0,46.58620689655172,8.8,CB,0
25,1733,70,3.0,60.03448275862069,11.2,RB,0
26,1487,72,3.0,51.724137931034484,8.4,RCB,0
24,1636,70,2.0,56.6551724137931,10.6,RM,0
29,1475,68,4.0,51.06896551724138,9.4,CB,0
35,1576,67,1.0,54.758620689655174,9.8,CAM,0
22,1705,74,4.0,58.55172413793103,11.4,LDM,0
21,1767,77,24.0,61.275862068965516,9.2,RB,0
31,1787,67,2.0,62.241379310344826,10.8,RM,0
25,1673,71,3.0,58.0,11.2,CAM,0
21,1610,74,9.0,55.758620689655174,10.6,ST,0
32,1718,67,4.0,59.96551724137931,8.6,CDM,0
19,1540,81,2.0,53.48275862068966,9.2,ST,0
29,1669,67,3.0,58.03448275862069,8.8,CB,0
21,1637,79,6.0,56.827586206896555,10.6,RW,0
28,1750,67,6.0,60.724137931034484,10.8,LCM,0
28,1662,67,5.0,58.44827586206897,7.6,CB,0
25,1751,70,1.0,60.758620689655174,10.8,CDM,0
21,1681,76,4.0,58.51724137931034,9.2,LM,0
31,1725,67,8.0,59.793103448275865,11.0,ST,0
30,1422,67,3.0,49.206896551724135,11.0,CB,0
24,1784,71,8.0,61.55172413793103,13.0,CM,0
26,1467,70,3.0,50.793103448275865,10.4,LCB,0
25,1736,71,4.0,60.62068965517241,10.0,RCM,0
27,1541,69,5.0,53.44827586206897,10.0,CDM,0
32,1843,67,1.0,64.34482758620689,8.4,CDM,0
26,1769,67,4.0,61.310344827586206,10.0,RB,0
23,1466,73,2.0,50.241379310344826,11.2,LCB,0
30,1810,67,5.0,62.55172413793103,8.8,LM,0
32,1857,67,3.0,64.55172413793103,10.2,LB,0
25,1706,70,4.0,59.06896551724138,9.6,RM,0
25,1631,71,1.0,56.37931034482759,10.8,RB,0
24,1816,73,2.0,63.10344827586207,10.6,LB,0
25,1634,70,5.0,55.827586206896555,13.0,ST,0
26,1538,70,4.0,53.310344827586206,10.2,LCB,0
26,1563,69,3.0,54.44827586206897,9.8,ST,0
23,1592,72,8.0,55.310344827586206,8.8,RM,0
21,1588,76,5.0,54.689655172413794,12.2,ST,0
30,1826,67,2.0,63.3448275862069,10.2,RB,0
29,1679,67,3.0,58.241379310344826,10.2,RCB,0
29,1821,67,4.0,62.793103448275865,11.0,LCM,0
26,1664,68,8.0,57.44827586206897,10.4,LB,0
30,1692,67,3.0,58.10344827586207,12.4,LCB,0
24,1417,75,4.0,48.827586206896555,10.2,CB,0
24,1839,73,2.0,63.275862068965516,13.4,CM,0
25,1617,71,9.0,56.0,10.2,ST,0
27,1740,67,3.0,59.724137931034484,12.8,ST,0
24,1735,74,11.0,60.206896551724135,10.8,LB,0
22,1628,72,20.0,56.6551724137931,9.0,LB,0
24,1707,74,4.0,59.10344827586207,9.8,CDM,0
24,1781,73,2.0,61.48275862068966,13.4,LDM,0
29,1782,67,5.0,61.37931034482759,10.4,RS,0
30,1722,67,7.0,60.13793103448276,9.2,RCB,0
30,1733,67,4.0,59.724137931034484,11.0,RM,0
32,1739,67,3.0,60.51724137931034,9.8,LWB,0
36,1777,67,3.0,62.03448275862069,9.2,RB,0
25,1735,71,4.0,59.58620689655172,14.2,CDM,0
33,1757,67,1.0,60.96551724137931,10.2,RM,0
29,1844,67,4.0,64.20689655172414,12.4,CM,0
26,1876,67,4.0,65.06896551724138,10.4,LM,0
22,1742,75,3.0,60.89655172413793,9.6,CM,0
26,1806,68,5.0,62.172413793103445,11.4,LB,0
21,1720,76,3.0,59.58620689655172,9.8,RW,0
28,1738,67,4.0,60.06896551724138,12.2,RW,0
32,1775,67,3.0,61.6551724137931,10.6,RB,0
23,1796,72,5.0,61.96551724137931,12.0,CAM,0
25,1642,68,5.0,56.58620689655172,11.4,RM,0
22,1729,76,8.0,59.48275862068966,12.2,CAM,0
24,1547,72,3.0,53.58620689655172,8.2,ST,0
30,1785,67,5.0,61.44827586206897,10.6,RB,0
29,1722,67,3.0,59.58620689655172,11.8,ST,0
25,1697,70,4.0,58.48275862068966,11.2,RM,0
29,1392,67,2.0,48.689655172413794,7.6,RCB,0
26,1864,68,4.0,64.17241379310344,12.6,LCM,0
24,1567,71,4.0,54.310344827586206,10.4,RCB,0
26,1764,69,5.0,60.86206896551724,13.2,ST,0
24,1444,75,2.0,49.793103448275865,11.4,RCB,0
22,1800,75,3.0,62.172413793103445,10.4,LM,0
23,1702,72,8.0,58.86206896551724,9.8,RM,0
24,1688,70,3.0,58.55172413793103,11.8,RM,0
22,1543,74,16.0,53.62068965517241,10.0,ST,0
25,1777,70,2.0,62.0,8.4,CDM,0
35,1753,67,3.0,60.758620689655174,12.2,RDM,0
22,1656,77,5.0,57.03448275862069,10.8,LB,0
18,1685,82,4.0,58.03448275862069,10.8,CM,0
29,1740,67,2.0,60.0,11.6,LCM,0
24,1428,73,4.0,49.51724137931034,10.0,LB,0
20,1641,79,4.0,57.13793103448276,9.8,RCB,0
25,1548,70,6.0,53.41379310344828,11.2,LM,0
35,1813,67,1.0,63.06896551724138,9.2,CM,0
19,1685,80,3.0,58.13793103448276,10.4,CAM,0
23,1628,73,2.0,55.827586206896555,11.2,RB,0
34,1410,67,4.0,48.93103448275862,11.6,LCB,0
28,1593,67,3.0,54.793103448275865,10.6,RW,0
29,1388,68,5.0,47.44827586206897,11.8,CB,0
19,1656,84,2.0,57.37931034482759,11.4,CAM,0
23,1573,72,5.0,53.93103448275862,12.0,LM,0
31,1782,67,3.0,61.6551724137931,11.4,LDM,0
28,1808,67,4.0,62.62068965517241,11.6,LM,0
32,1629,67,3.0,55.96551724137931,11.2,RCB,0
21,1486,77,5.0,51.0,11.8,CB,0
29,1829,67,1.0,63.37931034482759,11.6,RCB,0
28,1584,67,2.0,54.6551724137931,12.6,LS,0
22,1500,73,2.0,52.241379310344826,8.2,ST,0
29,1564,67,2.0,54.51724137931034,10.0,ST,0
24,1552,70,13.0,53.6551724137931,12.0,CB,0
27,1677,68,8.0,57.758620689655174,10.6,ST,0
20,1671,78,6.0,57.93103448275862,9.8,LW,0
31,1620,67,2.0,56.724137931034484,8.0,LB,0
21,1630,74,2.0,56.724137931034484,9.6,RS,0
25,1583,70,2.0,55.206896551724135,7.8,LM,0
35,1564,67,2.0,53.827586206896555,13.8,CB,0
21,1571,78,4.0,53.827586206896555,11.8,CAM,0
22,1646,78,13.0,57.241379310344826,11.2,RM,0
33,1743,67,3.0,60.3448275862069,12.8,CDM,0
30,1667,67,4.0,58.03448275862069,8.4,CAM,0
22,1713,74,1.0,59.172413793103445,12.2,LM,0
31,1632,67,1.0,57.06896551724138,9.2,CB,0
34,1752,67,3.0,60.41379310344828,12.0,LB,0
22,1629,74,3.0,56.37931034482759,10.6,CDM,0
25,1805,70,5.0,62.689655172413794,9.8,CAM,0
30,1872,67,4.0,65.6896551724138,6.6,LB,0
20,1551,78,4.0,53.37931034482759,11.2,ST,0
22,1753,75,3.0,60.689655172413794,10.2,RB,0
34,1501,67,2.0,52.275862068965516,11.2,CB,0
29,1751,67,9.0,60.93103448275862,10.4,LB,0
28,1756,67,2.0,60.275862068965516,12.4,LWB,0
27,1675,69,2.0,58.06896551724138,10.4,RDM,0
29,1810,67,4.0,62.13793103448276,14.2,LM,0
28,1741,67,4.0,60.310344827586206,10.6,LM,0
25,1667,70,3.0,57.55172413793103,11.4,LM,0
23,1656,72,2.0,57.206896551724135,11.4,ST,0
31,1702,67,2.0,58.3448275862069,13.6,RB,0
23,1801,72,3.0,62.827586206896555,9.6,LM,0
27,1708,68,3.0,58.62068965517241,12.6,CAM,0
26,1815,70,5.0,62.55172413793103,12.6,LDM,0
26,1690,68,2.0,58.37931034482759,10.2,LM,0
21,1860,74,3.0,64.27586206896552,10.4,LB,0
24,1655,74,3.0,57.0,11.4,ST,0
25,1822,71,3.0,63.0,10.6,CDM,0
28,1666,67,3.0,57.62068965517241,11.0,RM,0
25,1620,70,8.0,56.206896551724135,8.4,RM,0
23,1694,72,4.0,58.51724137931034,10.4,RB,0
20,1646,78,7.0,56.51724137931034,12.6,CAM,0
33,1710,67,6.0,59.10344827586207,11.2,RS,0
24,1716,72,15.0,59.03448275862069,12.4,LB,0
25,1448,70,8.0,50.3448275862069,11.2,RCB,0
23,1698,71,1.0,58.37931034482759,11.0,LB,0
22,1677,72,3.0,57.62068965517241,13.0,RB,0
26,1830,67,7.0,62.96551724137931,14.0,RB,0
30,1808,67,3.0,62.724137931034484,9.4,CM,0
24,1633,72,2.0,56.41379310344828,11.8,ST,0
26,1387,71,11.0,47.827586206896555,11.2,RCB,0
21,1524,72,2.0,53.13793103448276,9.8,RCB,0
21,1821,75,3.0,62.93103448275862,10.8,CAM,0
22,1795,73,5.0,62.310344827586206,10.0,RM,0
26,1713,67,5.0,59.275862068965516,11.6,RM,0
24,1745,73,7.0,60.172413793103445,10.0,CDM,0
23,1538,76,3.0,52.89655172413793,10.8,LCB,0
29,1644,67,3.0,57.41379310344828,8.2,ST,0
25,1762,71,3.0,60.86206896551724,12.0,RB,0
24,1745,70,5.0,60.172413793103445,13.6,RM,0
25,1817,70,3.0,63.10344827586207,10.2,RB,0
30,1669,67,1.0,58.13793103448276,10.2,CDM,0
26,1819,70,6.0,62.689655172413794,12.0,CDM,0
23,1644,74,2.0,57.172413793103445,9.6,CAM,0
27,1615,69,4.0,56.0,11.0,RCB,0
23,1659,73,3.0,57.241379310344826,10.2,LB,0
32,1756,67,1.0,60.13793103448276,13.4,CM,0
22,1632,75,6.0,56.03448275862069,11.2,RB,0
20,1727,77,3.0,60.06896551724138,8.4,CF,0
29,1721,67,13.0,59.689655172413794,10.0,RW,0
24,1874,72,13.0,65.03448275862068,10.6,RDM,0
24,1790,74,1.0,61.724137931034484,12.6,CM,0
25,1777,70,3.0,61.48275862068966,11.4,RM,0
31,1748,67,6.0,60.6551724137931,11.8,RB,0
22,1625,75,3.0,55.96551724137931,12.2,CAM,0
32,1784,67,9.0,62.3448275862069,9.4,LB,0
22,1833,75,3.0,63.48275862068966,10.6,LCM,0
21,1575,75,6.0,54.275862068965516,11.4,CB,0
31,1694,67,1.0,59.0,9.8,RB,0
25,1447,68,8.0,49.6551724137931,11.2,LCB,0
19,1764,79,1.0,61.41379310344828,9.6,CAM,0
22,1437,73,2.0,49.96551724137931,10.4,RCB,0
25,1796,68,4.0,62.37931034482759,10.4,LCM,0
22,1504,80,4.0,51.96551724137931,12.6,RCB,0
26,1500,68,3.0,51.241379310344826,12.2,LCB,0
27,1758,67,5.0,60.724137931034484,13.2,RCM,0
27,1711,67,2.0,59.10344827586207,11.2,LB,0
24,1630,72,2.0,56.793103448275865,10.2,LB,0
28,1541,67,5.0,53.41379310344828,11.8,ST,0
24,1651,73,7.0,57.0,10.8,LM,0
22,1563,76,1.0,54.41379310344828,9.6,ST,0
23,1813,73,3.0,62.58620689655172,11.6,CDM,0
19,1731,85,5.0,59.758620689655174,11.2,LB,0
21,1775,76,3.0,61.6551724137931,10.0,CM,0
29,1414,67,5.0,49.06896551724138,9.2,CB,0
25,1787,71,3.0,61.41379310344828,12.6,CB,0
32,1687,67,1.0,58.3448275862069,10.6,LM,0
28,1850,67,3.0,63.55172413793103,13.4,LWB,0
25,1783,68,3.0,61.724137931034484,9.4,LB,0
26,1602,67,4.0,57.0,1.0,RM,0
27,1751,67,3.0,60.827586206896555,10.4,LM,0
32,1620,67,2.0,56.10344827586207,12.2,ST,0
31,1802,67,10.0,62.241379310344826,11.6,RB,0
36,1813,67,2.0,63.310344827586206,9.2,RM,0
31,1849,67,3.0,64.37931034482759,10.0,LB,0
26,1694,70,5.0,58.689655172413794,9.2,RCB,0
23,1686,75,1.0,58.10344827586207,10.2,RB,0
30,1864,67,9.0,64.79310344827586,9.8,CM,0
23,1746,74,2.0,61.37931034482759,6.8,LDM,0
28,1451,68,4.0,50.44827586206897,10.6,CB,0
28,1689,67,2.0,58.689655172413794,10.0,RB,0
28,1732,67,4.0,59.758620689655174,12.0,CB,0
26,1458,68,4.0,50.44827586206897,11.0,LCB,0
31,1827,67,4.0,63.172413793103445,12.0,LB,0
24,1694,71,2.0,59.206896551724135,8.4,ST,0
28,1680,67,5.0,57.827586206896555,12.2,RCB,0
29,1395,67,2.0,48.55172413793103,8.4,CB,0
20,1722,82,8.0,60.06896551724138,10.2,CM,0
31,1782,67,5.0,61.172413793103445,13.6,RM,0
24,1814,71,5.0,62.55172413793103,11.6,RM,0
25,1477,71,2.0,51.0,11.6,LCB,0
31,1724,67,4.0,59.6551724137931,10.0,RM,0
29,1700,67,2.0,59.0,11.8,ST,0
31,1612,67,2.0,56.310344827586206,9.4,CB,0
25,1707,71,10.0,60.724137931034484,1.0,LB,0
28,1526,67,3.0,52.51724137931034,13.0,RCB,0
23,1657,72,4.0,57.758620689655174,10.6,RM,0
23,1737,75,1.0,59.758620689655174,12.2,RM,0
35,1635,67,1.0,56.3448275862069,12.2,CB,0
31,1827,67,9.0,63.241379310344826,12.4,RB,0
29,1888,67,4.0,65.93103448275862,10.2,RCM,0
27,1887,67,3.0,65.72413793103448,8.8,CM,0
28,1740,67,5.0,60.37931034482759,11.4,RB,0
24,1592,72,2.0,55.06896551724138,9.8,LCB,0
26,1887,68,4.0,65.27586206896552,10.8,CM,0
28,1721,67,1.0,59.724137931034484,10.2,CAM,0
25,1734,72,3.0,59.86206896551724,12.0,RB,0
21,1580,78,6.0,54.48275862068966,10.8,ST,0
23,1666,76,4.0,57.51724137931034,9.6,RW,0
29,1653,67,3.0,57.62068965517241,7.6,RCB,0
26,1847,68,15.0,64.27586206896552,9.2,LB,0
22,1743,75,2.0,60.13793103448276,12.2,RM,0
26,1711,69,5.0,59.310344827586206,11.0,CAM,0
22,1844,75,2.0,63.86206896551724,12.0,LCM,0
19,1682,78,15.0,58.310344827586206,11.8,RM,0
25,1535,71,2.0,53.13793103448276,10.0,CAM,0
36,1716,67,2.0,59.89655172413793,10.2,ST,0
28,1859,67,4.0,64.37931034482759,11.6,RCM,0
24,1854,74,4.0,64.41379310344827,10.4,CM,0
26,1573,70,1.0,54.41379310344828,10.2,CDM,0
28,1647,67,8.0,57.275862068965516,9.0,LM,0
23,1644,72,1.0,56.758620689655174,10.4,RM,0
24,1522,73,2.0,52.758620689655174,11.0,CB,0
20,1744,77,9.0,60.310344827586206,11.0,LB,0
19,1682,81,10.0,58.41379310344828,11.8,CDM,0
32,1833,67,8.0,63.03448275862069,13.6,RDM,0
32,1713,67,5.0,59.6551724137931,10.8,LCB,0
34,1462,67,3.0,50.55172413793103,12.2,ST,0
25,1604,71,2.0,55.55172413793103,10.6,ST,0
22,1700,75,5.0,58.86206896551724,10.6,CDM,0
18,1693,86,10.0,58.93103448275862,10.8,CM,0
28,1666,67,4.0,57.793103448275865,11.2,LM,0
21,1679,78,1.0,58.51724137931034,9.8,CAM,0
25,1541,71,3.0,53.172413793103445,11.4,CB,0
28,1617,67,2.0,56.275862068965516,7.8,LB,0
23,1737,73,3.0,59.93103448275862,12.8,RM,0
