ID,Age,Nationality,Potential,Club,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,General,GK
176384,29,Poland,64,Cracovia,1.0,1097,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,77.0,198.0,405.0,29.03448275862069,62.2
228613,25,Saudi Arabia,67,Al Qadisiyah,3.0,1066,Left,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2013.0,2023.0,71.0,203.0,690.0,27.79310344827586,62.6
229127,20,Belgium,75,Royal Antwerp FC,1.0,1043,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,74.0,187.0,1000.0,26.344827586206897,62.0
217096,23,England,73,Queens Park Rangers,2.0,1085,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2013.0,2021.0,75.0,161.0,1100.0,27.551724137931036,62.8
228616,20,France,76,Montpellier HSC,3.0,1099,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2023.0,71.0,187.0,1400.0,28.724137931034484,62.8
187144,31,Korea Republic,64,Ulsan Hyundai FC,2.0,1040,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,74.0,168.0,338.0,27.03448275862069,63.4
230674,20,Italy,75,Palermo,1.0,1095,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2021.0,73.0,174.0,1100.0,28.551724137931036,63.6
214035,24,Colombia,70,Envigado FC,1.0,1067,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2012.0,2019.0,72.0,174.0,698.0,27.17241379310345,63.4
222485,27,Germany,64,Brøndby IF,4.0,1143,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2017.0,2019.0,73.0,181.0,390.0,30.03448275862069,63.6
54037,35,Italy,64,Inter,5.0,923,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,73.0,176.0,187.0,23.03448275862069,62.6
156438,36,Austria,64,LASK Linz,1.0,1121,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,76.0,194.0,87.0,30.06896551724138,63.0
240662,27,Uruguay,67,CD Everton de Viña del Mar,1.0,910,Left,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2021.0,74.0,172.0,534.0,22.517241379310345,63.8
189718,31,Iran,64,De Graafschap,2.0,1070,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,72.0,172.0,392.0,27.517241379310345,63.8
210711,29,United States,65,Vancouver Whitecaps FC,2.0,1103,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2017.0,2018.0,73.0,185.0,551.0,28.482758620689655,64.2
229655,25,Spain,70,CD Lugo,2.0,1151,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,75.0,183.0,810.0,30.482758620689655,63.0
214041,23,Colombia,74,Envigado FC,1.0,1062,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2012.0,2018.0,72.0,154.0,853.0,27.03448275862069,63.0
176922,32,Argentina,64,Club Atlético Aldosivi,2.0,1050,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,75.0,181.0,377.0,25.96551724137931,64.4
155422,37,Poland,64,Piast Gliwice,1.0,1000,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2008.0,2019.0,74.0,179.0,41.0,25.620689655172413,64.8
185118,36,Croatia,64,Zagłębie Sosnowiec,1.0,1107,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,77.0,207.0,81.0,29.0,64.0
230694,23,Turkey,73,Galatasaray SK,7.0,1018,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2014.0,2019.0,78.0,181.0,1100.0,25.137931034482758,64.2
160295,37,Australia,64,Melbourne City FC,1.0,1123,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,74.0,201.0,38.0,29.896551724137932,63.0
197928,25,England,69,West Bromwich Albion,5.0,1144,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2018.0,2020.0,76.0,185.0,839.0,30.75862068965517,62.6
231720,20,France,75,FC Nantes,3.0,873,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2015.0,2020.0,76.0,198.0,1300.0,20.96551724137931,64.0
209193,28,Germany,65,SG Dynamo Dresden,4.0,1062,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2014.0,2020.0,73.0,190.0,628.0,26.551724137931036,62.6
222514,21,England,78,Newcastle United,5.0,1062,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2014.0,2020.0,74.0,183.0,2100.0,27.82758620689655,61.8
235574,22,Brazil,74,CD Nacional,2.0,1088,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,76.0,190.0,1300.0,28.620689655172413,62.0
192316,27,Norway,65,Tromsø IL,1.0,933,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,74.0,198.0,464.0,22.82758620689655,64.0
210502,24,Austria,66,FC Admira Wacker Mödling,2.0,1035,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,76.0,207.0,610.0,25.75862068965517,64.2
202570,29,United States,64,FC Dallas,2.0,1052,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2022.0,74.0,185.0,450.0,26.586206896551722,65.0
211537,24,Scotland,70,Dundee FC,1.0,1077,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2022.0,74.0,165.0,878.0,27.82758620689655,62.8
225361,22,England,74,Portsmouth,2.0,1025,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2017.0,2020.0,76.0,183.0,1100.0,26.137931034482758,62.4
207443,24,France,69,Red Star FC,1.0,1002,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2022.0,74.0,190.0,776.0,25.482758620689655,63.0
227668,26,Uruguay,64,Torino,6.0,1098,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,74.0,183.0,553.0,28.93103448275862,62.8
122718,35,Germany,64,FC Ingolstadt 04,3.0,1021,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,76.0,196.0,176.0,26.24137931034483,62.2
211053,23,Sweden,68,Kalmar FF,1.0,1009,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,74.0,174.0,563.0,25.482758620689655,63.2
240752,19,France,79,FC Girondins de Bordeaux,2.0,910,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,70.0,170.0,2000.0,22.03448275862069,63.6
152690,39,Greece,64,Middlesbrough,5.0,963,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2019.0,76.0,198.0,57.0,23.379310344827587,63.2
214131,34,Colombia,64,Millonarios FC,1.0,1065,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,73.0,176.0,252.0,27.344827586206897,62.4
226675,25,Argentina,68,Argentinos Juniors,2.0,975,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2021.0,73.0,176.0,648.0,23.689655172413794,63.6
223352,24,Honduras,70,Los Angeles FC,1.0,1112,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,71.0,190.0,765.0,29.310344827586206,62.8
213626,35,Chile,64,CD Antofagasta,1.0,1049,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2018.0,74.0,198.0,149.0,27.17241379310345,63.4
165502,31,England,64,Rochdale,1.0,1112,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2012.0,2020.0,72.0,174.0,473.0,29.586206896551722,62.8
161921,33,Poland,64,Zagłębie Lubin,1.0,1119,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,76.0,194.0,311.0,29.896551724137932,62.0
209027,27,Saudi Arabia,64,Al Faisaly,4.0,1075,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,70.0,168.0,495.0,27.93103448275862,62.6
193411,29,Switzerland,65,FC Sion,5.0,1038,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2009.0,2019.0,71.0,172.0,534.0,26.655172413793103,62.6
199812,26,England,67,Wycombe Wanderers,2.0,1092,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,74.0,176.0,730.0,27.96551724137931,63.0
140420,35,Republic of Ireland,64,Cardiff City,5.0,1005,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,72.0,183.0,220.0,25.689655172413794,62.4
239499,23,Germany,73,Hallescher FC,1.0,861,Right,1.0,5.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,75.0,168.0,866.0,19.689655172413794,64.2
187275,30,Korea Republic,64,Jeonbuk Hyundai Motors,2.0,1058,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2007.0,2021.0,73.0,185.0,377.0,27.75862068965517,63.2
240781,19,Spain,78,RCD Espanyol,1.0,900,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,71.0,174.0,2200.0,21.551724137931036,63.8
238734,20,Germany,75,Hallescher FC,1.0,1044,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,75.0,183.0,990.0,26.310344827586206,63.2
232082,24,United States,68,San Jose Earthquakes,1.0,932,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2021.0,75.0,194.0,648.0,22.344827586206897,65.4
148634,36,Belgium,64,KSV Cercle Brugge,2.0,1011,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,77.0,203.0,87.0,25.82758620689655,63.8
184222,29,Denmark,64,Hobro IK,2.0,991,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2010.0,2019.0,77.0,194.0,375.0,25.310344827586206,62.2
214432,25,Colombia,69,Rionegro Águilas,1.0,1112,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2015.0,2023.0,72.0,165.0,606.0,28.896551724137932,63.2
220833,21,France,70,Angers SCO,2.0,1050,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2017.0,2020.0,73.0,172.0,990.0,27.137931034482758,62.8
230818,30,Turkey,64,BB Erzurumspor,2.0,1101,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,74.0,183.0,566.0,28.724137931034484,63.0
211883,27,Germany,67,FC St. Pauli,3.0,1071,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,75.0,198.0,628.0,27.103448275862068,62.0
232107,22,Germany,73,Borussia Dortmund,6.0,1001,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,76.0,187.0,998.0,24.93103448275862,62.0
203440,30,Iran,64,MSV Duisburg,2.0,956,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,76.0,198.0,464.0,23.413793103448278,64.0
244912,34,Japan,64,Hokkaido Consadole Sapporo,1.0,976,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,70.0,165.0,225.0,23.75862068965517,62.2
191153,27,Sweden,67,Stabæk Fotball,1.0,1042,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,75.0,176.0,497.0,26.862068965517242,62.6
223923,32,Chile,64,Curicó Unido,1.0,1285,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2023.0,72.0,170.0,351.0,35.37931034482759,62.6
229817,28,Austria,66,TSV Hartberg,2.0,1095,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,73.0,174.0,572.0,27.82758620689655,63.4
229052,25,Turkey,69,Antalyaspor,3.0,1062,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2014.0,2021.0,75.0,187.0,882.0,27.379310344827587,63.6
182206,29,England,64,Bradford City,2.0,1144,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,74.0,187.0,525.0,30.344827586206897,62.2
210368,25,Australia,67,Al Qadisiyah,3.0,1102,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,74.0,181.0,690.0,29.06896551724138,63.0
238018,27,Netherlands,66,VVV-Venlo,2.0,885,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,73.0,165.0,572.0,21.344827586206897,63.8
214981,27,Argentina,68,Club Atlético Talleres,3.0,1083,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,72.0,179.0,630.0,27.862068965517242,63.4
214471,27,Colombia,68,Itagüí Leones FC,1.0,1049,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2014.0,2023.0,71.0,163.0,570.0,26.93103448275862,61.6
223175,22,Turkey,73,Bursaspor,2.0,882,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2011.0,2020.0,74.0,172.0,1200.0,20.82758620689655,63.0
169415,35,Mexico,64,Club Atlas,2.0,1159,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,73.0,183.0,187.0,30.655172413793103,62.8
216779,25,Switzerland,70,FC Thun,2.0,1014,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2019.0,72.0,176.0,743.0,25.724137931034484,64.4
235213,22,Belgium,72,Molde FK,1.0,1201,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2021.0,76.0,172.0,725.0,31.379310344827587,64.2
191437,32,Saudi Arabia,64,Al Fateh,5.0,1012,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2019.0,75.0,190.0,429.0,24.96551724137931,64.2
206032,26,Spain,67,CF Reus Deportiu,2.0,1150,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,75.0,176.0,650.0,30.379310344827587,62.4
187857,28,Poland,66,Jagiellonia Białystok,2.0,1221,Left,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2020.0,77.0,190.0,534.0,33.10344827586207,63.6
222418,25,Argentina,70,Deportivo Pasto,1.0,1058,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2023.0,73.0,174.0,698.0,27.379310344827587,62.4
213206,27,United States,68,New York City FC,1.0,1062,Right,1.0,1.0,1.0,Medium/ Medium,Lean,GK,2018.0,2023.0,75.0,179.0,630.0,26.448275862068964,63.8
207833,25,Brazil,69,Portimonense SC,2.0,1062,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2022.0,74.0,170.0,924.0,26.655172413793103,63.2
206555,23,England,69,Exeter City,2.0,1097,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,72.0,154.0,776.0,28.413793103448278,64.2
210652,24,United States,70,U.N.A.M.,3.0,1112,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2012.0,2022.0,73.0,192.0,855.0,29.586206896551722,62.0
111328,34,England,64,Swindon Town,3.0,1106,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,72.0,194.0,315.0,29.896551724137932,61.2
187619,31,United States,64,Toronto FC,1.0,1089,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,75.0,192.0,405.0,27.93103448275862,64.6
204773,27,Algeria,65,Clermont Foot 63,1.0,1043,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2011.0,2020.0,74.0,179.0,639.0,26.75862068965517,63.8
182761,31,England,64,Burnley,8.0,1072,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,75.0,198.0,513.0,28.137931034482758,63.2
238570,20,Korea Republic,75,Jeonbuk Hyundai Motors,1.0,939,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,76.0,194.0,900.0,23.379310344827587,63.8
183789,31,England,64,Blackpool,2.0,1082,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,72.0,168.0,473.0,27.93103448275862,63.2
245487,25,Portugal,67,CD Tondela,1.0,903,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,74.0,161.0,870.0,21.03448275862069,63.4
161776,32,Republic of Ireland,64,Mansfield Town,3.0,1137,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,74.0,196.0,455.0,30.24137931034483,62.8
240371,21,Slovakia,75,LOSC Lille,3.0,957,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2022.0,74.0,181.0,1300.0,23.862068965517242,63.2
233976,34,Brazil,64,Ceará Sporting Club,3.0,1037,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,73.0,179.0,333.0,26.896551724137932,63.6
139257,33,Switzerland,64,FC St. Gallen,3.0,1043,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2006.0,2019.0,74.0,187.0,334.0,27.103448275862068,62.2
200955,25,Turkey,67,Fortuna Sittard,1.0,1082,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,74.0,176.0,610.0,28.17241379310345,63.8
210428,26,Slovakia,67,Vejle Boldklub,2.0,1035,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2021.0,77.0,196.0,530.0,26.413793103448278,63.4
226300,22,Turkey,71,Trabzonspor,4.0,1162,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2014.0,2023.0,74.0,181.0,1000.0,30.655172413793103,63.4
214272,23,Chile,73,Colo-Colo,1.0,1046,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2019.0,73.0,174.0,720.0,27.275862068965516,62.8
236033,21,Spain,73,Levante UD,2.0,964,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2016.0,2019.0,73.0,176.0,1000.0,24.20689655172414,60.8
243201,19,Spain,77,Deportivo Alavés,1.0,1091,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2018.0,2021.0,74.0,176.0,1800.0,28.517241379310345,61.4
189955,27,Sweden,65,Kalmar FF,1.0,980,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2018.0,76.0,207.0,398.0,24.724137931034484,62.6
239364,20,Switzerland,77,FC Red Bull Salzburg,3.0,926,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2018.0,2022.0,75.0,165.0,1400.0,22.137931034482758,63.2
240135,19,Portugal,72,Moreirense FC,1.0,970,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,72.0,172.0,978.0,23.517241379310345,63.8
177672,32,Switzerland,63,FC Lugano,1.0,1110,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,74.0,174.0,305.0,29.517241379310345,61.0
225548,28,Saudi Arabia,63,Al Hazem,2.0,1102,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2018.0,2019.0,72.0,203.0,429.0,29.17241379310345,62.6
234000,34,Brazil,63,Paraná,3.0,1028,Right,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,74.0,176.0,285.0,27.379310344827587,58.4
193555,29,Poland,64,Korona Kielce,1.0,1061,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,76.0,203.0,413.0,26.82758620689655,61.0
243735,21,Bosnia Herzegovina,71,FC Energie Cottbus,1.0,937,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2015.0,2020.0,75.0,170.0,660.0,22.344827586206897,62.8
245783,29,Brazil,64,Rio Ave FC,2.0,938,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,77.0,196.0,631.0,23.310344827586206,63.8
203034,27,England,66,Newport County,2.0,1115,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,75.0,185.0,548.0,29.655172413793103,61.4
207899,25,Brazil,68,América de Cali,1.0,1106,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2022.0,74.0,205.0,499.0,28.93103448275862,62.0
230171,34,Brazil,63,Vitória,2.0,1149,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,71.0,165.0,285.0,30.689655172413794,62.2
182047,29,China PR,63,Henan Jianye FC,2.0,1237,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2015.0,2018.0,75.0,181.0,538.0,34.13793103448276,61.8
104737,36,Republic of Ireland,63,Morecambe,1.0,1017,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2008.0,2019.0,76.0,198.0,88.0,25.75862068965517,63.6
202786,24,Mexico,70,Chicago Fire,1.0,1075,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2017.0,2019.0,75.0,192.0,619.0,27.586206896551722,63.6
171555,35,Slovakia,63,Hamilton Academical FC,1.0,1070,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2018.0,74.0,192.0,158.0,27.448275862068964,62.4
170280,28,Republic of Ireland,63,Grimsby Town,2.0,1093,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2011.0,2021.0,74.0,196.0,455.0,29.310344827586206,60.2
216106,24,Belgium,68,KSV Cercle Brugge,2.0,1101,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,GK,2013.0,2019.0,72.0,176.0,534.0,28.17241379310345,61.8
214571,30,Colombia,63,Jaguares de Córdoba,1.0,1045,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2023.0,75.0,174.0,324.0,26.724137931034484,62.0
208684,31,Austria,63,Wolfsberger AC,2.0,1039,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2010.0,2019.0,71.0,176.0,319.0,25.896551724137932,63.0
222510,21,Russia,71,PFC CSKA Moscow,1.0,1009,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,75.0,185.0,960.0,24.75862068965517,64.0
221235,26,Colombia,67,Independiente Medellín,1.0,1066,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,73.0,172.0,463.0,27.620689655172413,61.6
203316,25,England,65,Bristol Rovers,2.0,946,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,74.0,154.0,593.0,23.310344827586206,62.8
178485,31,Austria,63,Mansfield Town,3.0,1028,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,74.0,183.0,385.0,26.586206896551722,61.4
187959,36,Slovakia,63,Cracovia,1.0,1030,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,74.0,194.0,68.0,26.75862068965517,61.8
231993,30,China PR,63,Beijing Sinobo Guoan FC,3.0,932,Right,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,72.0,154.0,528.0,23.20689655172414,63.0
219967,22,Poland,68,Zagłębie Lubin,1.0,963,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2013.0,2021.0,75.0,170.0,499.0,24.137931034482758,62.4
163135,32,Denmark,63,Vendsyssel FF,2.0,1167,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2023.0,74.0,185.0,263.0,31.413793103448278,62.4
205377,25,France,68,Stade Brestois 29,1.0,1121,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2020.0,73.0,194.0,639.0,29.517241379310345,62.2
235597,28,Saudi Arabia,63,Al Batin,3.0,955,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2012.0,2021.0,70.0,176.0,429.0,23.82758620689655,62.4
191827,33,Korea Republic,63,FC Seoul,1.0,1155,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2015.0,2021.0,72.0,181.0,238.0,30.24137931034483,64.6
118868,34,Sweden,63,BK Häcken,1.0,1009,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2001.0,2018.0,76.0,212.0,188.0,25.96551724137931,61.8
213589,27,Chile,64,Audax Italiano,1.0,1093,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,71.0,181.0,413.0,28.79310344827586,62.4
19541,34,England,63,Crawley Town,2.0,1150,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,72.0,154.0,263.0,30.689655172413794,63.2
209750,23,Republic of Ireland,71,Doncaster Rovers,1.0,1151,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,76.0,176.0,780.0,30.448275862068964,62.2
210006,24,Germany,68,Wisła Płock,1.0,1092,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,76.0,185.0,499.0,28.82758620689655,61.2
227926,25,United States,66,DC United,1.0,1060,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2023.0,75.0,174.0,512.0,26.896551724137932,64.6
27480,35,Netherlands,63,NAC Breda,1.0,985,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2018.0,2019.0,74.0,196.0,131.0,24.413793103448278,63.0
221531,24,Slovakia,67,Doncaster Rovers,1.0,1047,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2019.0,75.0,176.0,639.0,26.82758620689655,61.4
234846,22,Germany,71,Karlsruher SC,1.0,864,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,75.0,181.0,660.0,20.24137931034483,62.4
226656,22,Lithuania,74,Stade Rennais FC,4.0,1094,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,76.0,203.0,1100.0,28.75862068965517,61.6
239461,23,Mexico,69,U.N.A.M.,3.0,949,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,74.0,183.0,713.0,23.413793103448278,62.6
202854,25,United States,67,LA Galaxy,1.0,1156,Right,1.0,1.0,1.0,Medium/ Medium,Lean,GK,2018.0,2022.0,77.0,201.0,551.0,30.20689655172414,65.0
228456,21,Spain,74,CA Osasuna,1.0,1034,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2019.0,75.0,183.0,900.0,26.20689655172414,63.0
191848,32,Saudi Arabia,63,Al Nassr,5.0,1052,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,75.0,190.0,357.0,26.96551724137931,63.0
197998,27,Sweden,67,Östersunds FK,1.0,981,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,76.0,181.0,431.0,24.551724137931036,62.4
221807,23,Colombia,71,Alianza Petrolera,1.0,1050,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2023.0,72.0,165.0,620.0,26.79310344827586,62.2
225395,21,Spain,75,FC Barcelona,10.0,1086,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2015.0,2019.0,76.0,172.0,1200.0,28.06896551724138,61.0
186488,35,China PR,63,Shanghai Greenland Shenhua FC,2.0,1000,Right,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,76.0,194.0,194.0,25.896551724137932,61.0
223868,21,Austria,71,SK Sturm Graz,2.0,1040,Right,1.0,4.0,1.0,Medium/ Medium,Lean,GK,2014.0,2021.0,71.0,154.0,660.0,26.17241379310345,63.0
170877,30,Wales,63,Plymouth Argyle,2.0,1016,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,74.0,207.0,420.0,26.344827586206897,62.2
