ID,Age,Nationality,Potential,Club,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,Forward,Mid,Back,General,GK
229466,25,Paraguay,70,Santos Laguna,9.0,1719,Left,1.0,3.0,3.0,High/ Medium,Normal,LW,2018.0,2023.0,67.0,154.0,1900.0,68.0,63.625,44.5,59.6551724137931,10.2
238682,29,Germany,68,FC Würzburger Kickers,4.0,1847,Right,1.0,4.0,3.0,Medium/ High,Normal,RCB,2018.0,2020.0,73.0,168.0,1200.0,63.0,65.75,64.4,64.3103448275862,10.4
238938,26,Germany,70,Holstein Kiel,6.0,1547,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,2018.0,2021.0,71.0,181.0,1800.0,64.625,57.125,39.4,53.48275862068966,10.8
219995,22,Italy,79,Torino,15.0,1625,Right,1.0,3.0,3.0,High/ Medium,Lean,LW,2013.0,2020.0,71.0,154.0,2900.0,66.25,60.875,42.7,57.0,9.0
244315,25,Morocco,73,Málaga CF,4.0,1771,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CM,2018.0,2021.0,69.0,161.0,2000.0,62.875,65.5,64.0,60.793103448275865,11.4
194907,27,Turkey,68,Alanyaspor,6.0,1898,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LB,2018.0,2020.0,68.0,141.0,1500.0,66.625,65.375,64.2,65.58620689655173,12.4
224604,29,China PR,68,Shanghai SIPG FC,7.0,1570,Right,1.0,3.0,2.0,High/ High,Lean,RB,2013.0,2020.0,71.0,159.0,1500.0,50.375,53.75,64.8,54.55172413793103,10.4
226652,24,Korea Republic,73,Ulsan Hyundai FC,3.0,1779,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,2017.0,2018.0,73.0,176.0,1600.0,61.5,64.625,64.0,61.206896551724135,12.4
202589,29,Spain,68,Cracovia,3.0,1727,Left,1.0,2.0,2.0,Medium/ Medium,Lean,LCM,2017.0,2020.0,72.0,170.0,1200.0,64.125,65.0,53.0,59.55172413793103,9.6
211037,26,Spain,71,UD Almería,4.0,1708,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LDM,2018.0,2020.0,70.0,154.0,1500.0,61.75,64.625,64.5,58.96551724137931,10.6
242269,24,Brazil,71,Brescia,2.0,1917,Left,1.0,3.0,3.0,High/ Medium,Lean,LB,2018.0,2019.0,72.0,165.0,1500.0,62.375,65.875,66.0,65.89655172413794,12.2
199262,27,Korea Republic,69,Jeonnam Dragons,3.0,1890,Right,1.0,4.0,3.0,High/ Medium,Normal,LCM,2010.0,2020.0,70.0,154.0,1300.0,64.5,66.0,64.4,65.10344827586206,11.2
209758,25,United States,72,Club Necaxa,5.0,1641,Right,1.0,3.0,2.0,Medium/ High,Normal,LCB,2018.0,2022.0,71.0,168.0,1700.0,50.875,54.375,63.7,56.51724137931034,11.6
215390,32,Cape Verde,68,AS Nancy Lorraine,3.0,1680,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RDM,2018.0,2020.0,73.0,194.0,919.0,55.25,57.25,65.0,57.96551724137931,12.4
215647,27,Spain,68,V-Varen Nagasaki,3.0,1559,Right,1.0,3.0,2.0,High/ Low,Normal,ST,2017.0,2023.0,74.0,174.0,1200.0,63.125,58.625,46.7,53.86206896551724,12.0
219487,24,Italy,73,Spezia,2.0,1615,Right,1.0,3.0,2.0,High/ Medium,Normal,RB,2014.0,2020.0,72.0,183.0,1600.0,49.0,51.875,64.6,55.724137931034484,12.4
221279,22,Republic of Ireland,74,Reading,12.0,1851,Right,1.0,2.0,2.0,Medium/ Medium,Lean,CDM,2013.0,2020.0,66.0,163.0,2500.0,63.625,67.0,60.0,63.58620689655172,14.0
223839,23,Turkey,77,Atiker Konyaspor,6.0,1699,Right,1.0,2.0,3.0,Medium/ Medium,Normal,RM,2013.0,2020.0,69.0,150.0,3000.0,62.625,65.5,53.9,58.793103448275865,11.2
167519,30,Mexico,68,Vancouver Whitecaps FC,4.0,1849,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,2018.0,2019.0,71.0,168.0,1200.0,63.875,66.625,67.2,64.34482758620689,9.0
227936,24,Slovakia,74,RC Celta,7.0,1740,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LB,2018.0,2022.0,71.0,165.0,2400.0,57.75,62.125,67.3,60.06896551724138,11.2
169568,30,England,68,St. Mirren,4.0,1765,Right,1.0,4.0,4.0,Medium/ Medium,Lean,RS,2018.0,2019.0,70.0,163.0,1500.0,65.375,65.125,56.3,62.0,7.0
170592,31,Germany,68,FC Würzburger Kickers,3.0,1738,Left,1.0,2.0,2.0,Medium/ High,Normal,LCB,2017.0,2019.0,74.0,183.0,870.0,55.0,55.125,64.3,60.51724137931034,8.8
212321,23,Germany,72,Holstein Kiel,4.0,1742,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CDM,2018.0,2021.0,73.0,170.0,1600.0,56.625,60.625,64.8,60.172413793103445,11.2
229217,21,Ghana,78,CD Numancia,4.0,1596,Left,1.0,2.0,3.0,High/ Medium,Lean,RW,2018.0,2021.0,69.0,154.0,2600.0,65.125,61.875,41.0,55.55172413793103,10.0
232289,30,Spain,68,CD Lugo,4.0,1679,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,2017.0,2019.0,70.0,174.0,1100.0,51.125,50.25,62.7,58.241379310344826,10.4
185185,29,Nigeria,68,MKE Ankaragücü,9.0,1632,Right,1.0,2.0,3.0,High/ Low,Normal,LM,2017.0,2020.0,70.0,152.0,1800.0,65.375,64.0,43.5,56.41379310344828,10.6
186721,30,France,68,New England Revolution,3.0,1704,Left,1.0,3.0,2.0,Medium/ High,Stocky,CB,2017.0,2018.0,72.0,190.0,979.0,51.375,51.625,63.4,58.758620689655174,9.8
213602,24,Chile,72,Audax Italiano,2.0,1682,Right,1.0,3.0,2.0,Low/ High,Lean,RB,2013.0,2018.0,66.0,152.0,1400.0,55.0,58.125,64.7,57.89655172413793,11.8
170082,29,Republic of Ireland,68,Aberdeen,4.0,1905,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CDM,2018.0,2020.0,70.0,176.0,1200.0,62.625,64.75,65.1,66.37931034482759,10.4
191842,32,Saudi Arabia,68,Al Ittihad,13.0,1928,Right,2.0,2.0,3.0,High/ Medium,Lean,RB,2018.0,2020.0,71.0,154.0,850.0,66.25,64.0,65.5,66.75862068965517,12.4
204131,24,Mexico,76,U.N.A.M.,7.0,1728,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CDM,2012.0,2022.0,70.0,168.0,2200.0,56.625,60.125,64.9,59.44827586206897,12.8
214371,28,Colombia,68,Deportes Tolima,2.0,1727,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,2016.0,2023.0,72.0,154.0,980.0,58.375,61.125,66.1,59.827586206896555,10.6
215139,28,Argentina,70,Club Atlético Colón,5.0,1503,Right,1.0,2.0,2.0,Medium/ Medium,Lean,RCB,2016.0,2023.0,71.0,161.0,1300.0,43.875,43.75,61.6,51.51724137931034,11.6
221539,24,Spain,75,Cádiz CF,4.0,1608,Right,1.0,3.0,2.0,High/ Medium,Lean,ST,2017.0,2020.0,75.0,176.0,2300.0,65.75,60.75,42.0,55.206896551724135,12.4
204388,26,Germany,68,MSV Duisburg,3.0,1877,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RB,2015.0,2020.0,70.0,154.0,1200.0,65.875,64.5,64.7,64.82758620689656,12.4
205156,26,Korea Republic,68,Gyeongnam FC,3.0,1799,Right,1.0,4.0,3.0,High/ Medium,Lean,RCM,2011.0,2022.0,69.0,161.0,1200.0,63.75,66.625,60.2,62.172413793103445,10.6
210020,24,Germany,73,DSC Arminia Bielefeld,6.0,1775,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RM,2017.0,2020.0,71.0,163.0,2000.0,65.5,65.125,57.9,61.6551724137931,10.8
238692,28,Albania,68,SC Paderborn 07,5.0,1702,Right,1.0,4.0,2.0,Medium/ Medium,Normal,CDM,2018.0,2020.0,76.0,185.0,1100.0,54.625,57.75,64.7,59.275862068965516,11.0
201061,24,Netherlands,71,Akhisar Belediyespor,7.0,1765,Right,1.0,4.0,3.0,High/ Medium,Stocky,LW,2018.0,2021.0,68.0,154.0,2400.0,67.625,61.5,47.8,61.51724137931034,9.6
222309,24,Argentina,72,CD Feirense,5.0,1667,Right,1.0,4.0,3.0,Medium/ Medium,Lean,RM,2018.0,2021.0,68.0,150.0,2500.0,65.125,63.625,48.4,57.55172413793103,11.0
189541,27,England,69,Charlton Athletic,5.0,1742,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,2008.0,2020.0,68.0,157.0,1500.0,54.875,58.75,66.0,59.724137931034484,14.4
191333,27,Japan,68,Kawasaki Frontale,4.0,1848,Left,1.0,4.0,3.0,High/ Medium,Normal,LB,2009.0,2021.0,66.0,150.0,1200.0,64.375,63.375,62.2,64.44827586206897,7.8
200806,27,England,68,Blackburn Rovers,15.0,1793,Right,1.0,3.0,2.0,Low/ High,Lean,RDM,2017.0,2020.0,71.0,159.0,1400.0,58.625,60.375,65.9,62.06896551724138,11.6
214630,27,Chile,69,CD Antofagasta,2.0,1734,Right,1.0,3.0,2.0,High/ Medium,Normal,RB,2010.0,2023.0,72.0,172.0,1200.0,59.75,59.125,65.3,59.89655172413793,10.2
187238,29,Mexico,68,Lobos BUAP,4.0,1715,Right,1.0,4.0,3.0,Medium/ Low,Lean,ST,2017.0,2020.0,68.0,137.0,1500.0,66.625,61.875,46.8,58.793103448275865,13.0
200807,26,Wales,69,Sheffield United,5.0,1764,Right,1.0,3.0,3.0,High/ Medium,Normal,RWB,2015.0,2020.0,70.0,174.0,1700.0,61.125,62.125,64.8,60.827586206896555,13.0
202855,30,China PR,68,Changchun Yatai FC,5.0,1728,Right,1.0,2.0,3.0,High/ Medium,Lean,LM,2017.0,2019.0,73.0,165.0,1800.0,68.625,66.0,49.0,59.48275862068966,11.2
215143,31,Argentina,68,Newell's Old Boys,7.0,1707,Right,1.0,3.0,2.0,Low/ High,Normal,CDM,2016.0,2019.0,71.0,154.0,900.0,53.125,57.25,68.1,58.58620689655172,12.8
162407,32,Denmark,68,Adelaide United,2.0,1718,Left,1.0,1.0,2.0,Medium/ Medium,Normal,LCB,2018.0,2020.0,73.0,179.0,656.0,54.625,56.625,64.5,59.89655172413793,9.2
230247,34,Brazil,68,Fluminense,10.0,1723,Right,1.0,3.0,2.0,High/ Low,Normal,CDM,2018.0,2021.0,73.0,179.0,513.0,57.0,59.75,65.1,60.310344827586206,9.6
173671,31,England,68,Burton Albion,5.0,1411,Right,1.0,2.0,2.0,Medium/ High,Stocky,LCB,2016.0,2019.0,73.0,187.0,1100.0,43.0,45.0,59.8,48.689655172413794,9.4
206440,28,Congo,69,SV Zulte-Waregem,6.0,1439,Right,1.0,3.0,2.0,Medium/ Medium,Lean,LCB,2015.0,2020.0,74.0,181.0,1300.0,41.0,45.25,63.5,49.55172413793103,11.6
172648,32,Belgium,68,KAS Eupen,5.0,1606,Left,1.0,2.0,2.0,Medium/ Medium,Normal,LCB,2015.0,2020.0,73.0,176.0,788.0,48.625,54.25,64.6,55.89655172413793,10.8
200553,30,Korea Republic,68,Incheon United FC,3.0,1696,Right,1.0,3.0,3.0,High/ Low,Lean,RW,2018.0,2022.0,72.0,165.0,1100.0,65.25,62.625,48.1,58.10344827586207,12.4
157801,34,Italy,68,Padova,2.0,1902,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RCM,2017.0,2019.0,69.0,154.0,659.0,64.625,65.625,67.3,66.55172413793103,8.4
192617,29,Germany,68,VfL Bochum 1848,7.0,1899,Left,1.0,3.0,3.0,High/ Medium,Normal,LB,2014.0,2019.0,73.0,183.0,1100.0,63.5,64.125,65.0,66.3103448275862,8.8
204138,26,Netherlands,70,PEC Zwolle,4.0,1753,Right,1.0,2.0,3.0,High/ Low,Lean,RB,2018.0,2020.0,69.0,132.0,1300.0,61.0,62.0,62.4,60.724137931034484,9.2
205674,26,Spain,69,CF Reus Deportiu,4.0,1759,Right,1.0,3.0,3.0,Medium/ High,Normal,RM,2013.0,2019.0,68.0,148.0,1700.0,66.125,64.375,52.1,60.689655172413794,11.6
213354,26,Russia,71,Lokomotiv Moscow,1.0,1627,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RB,2017.0,2020.0,73.0,168.0,2000.0,55.375,58.75,64.8,56.37931034482759,11.2
230506,34,Brazil,68,Atlético Paranaense,7.0,1664,Left,1.0,5.0,3.0,Medium/ Medium,Lean,ST,2018.0,2021.0,69.0,152.0,903.0,66.25,58.875,42.0,57.37931034482759,11.6
232810,23,Japan,74,Yokohama F. Marinos,2.0,1709,Right,1.0,3.0,2.0,Medium/ High,Lean,CDM,2013.0,2021.0,67.0,139.0,1500.0,52.375,58.75,64.3,59.6551724137931,8.8
182122,30,China PR,68,Guangzhou Evergrande Taobao FC,7.0,1821,Left,1.0,3.0,2.0,High/ Medium,Normal,LB,2014.0,2019.0,70.0,154.0,1400.0,63.25,63.5,65.6,63.55172413793103,9.8
190826,27,Germany,70,FC St. Pauli,7.0,1625,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CB,2015.0,2020.0,74.0,181.0,1500.0,53.125,57.0,64.6,56.06896551724138,12.4
212075,25,Australia,72,Urawa Red Diamonds,6.0,1712,Right,1.0,4.0,3.0,Medium/ Medium,Stocky,ST,2018.0,2018.0,70.0,183.0,1600.0,67.0,63.625,48.4,59.3448275862069,10.8
232811,26,Japan,69,Yokohama F. Marinos,3.0,1802,Left,1.0,3.0,3.0,Medium/ Medium,Normal,RCM,2014.0,2018.0,69.0,141.0,1400.0,64.75,66.875,59.4,62.62068965517241,9.0
188779,28,Australia,68,Brisbane Roar,3.0,1505,Right,1.0,3.0,2.0,Medium/ High,Stocky,CB,2015.0,2019.0,73.0,194.0,906.0,47.25,49.375,61.2,52.44827586206897,10.0
189035,32,Italy,68,Spezia,2.0,1530,Left,1.0,3.0,2.0,Low/ High,Normal,LCB,2017.0,2019.0,72.0,179.0,814.0,45.25,43.625,59.7,51.89655172413793,17.0
192363,27,Denmark,70,Hammarby IF,3.0,1669,Right,1.0,3.0,2.0,Low/ High,Normal,CB,2017.0,2020.0,73.0,179.0,1200.0,50.625,53.625,64.5,58.172413793103445,9.8
213868,23,Cameroon,76,Stade Brestois 29,3.0,1683,Right,1.0,4.0,2.0,Medium/ Medium,Lean,RCB,2017.0,2020.0,73.0,172.0,2200.0,53.125,58.875,65.9,57.93103448275862,12.6
214380,33,Colombia,68,Once Caldas,2.0,1753,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,RB,2018.0,2023.0,67.0,150.0,473.0,56.75,59.25,65.2,60.06896551724138,11.8
228716,25,Spain,73,RC Celta,8.0,1692,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,2011.0,2023.0,68.0,159.0,2100.0,58.125,58.0,63.3,58.10344827586207,12.8
199277,28,Belgium,68,KV Oostende,7.0,1828,Right,1.0,3.0,3.0,High/ High,Lean,CM,2011.0,2019.0,69.0,148.0,1400.0,63.875,66.125,62.5,63.241379310344826,12.2
203885,26,Comoros,69,Stade Malherbe Caen,8.0,1698,Right,1.0,3.0,2.0,Medium/ High,Lean,LWB,2015.0,2019.0,68.0,143.0,1800.0,56.75,59.25,64.3,58.689655172413794,11.6
222830,25,Argentina,72,Göztepe SK,8.0,1660,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CB,2018.0,2020.0,71.0,172.0,2000.0,52.75,53.75,62.5,57.0,12.0
211056,25,Spain,73,CD Numancia,4.0,1832,Left,1.0,3.0,3.0,High/ Medium,Normal,LB,2012.0,2019.0,69.0,154.0,1600.0,60.75,62.375,64.5,63.55172413793103,9.8
221552,26,Norway,69,AC Horsens,5.0,1781,Right,1.0,3.0,2.0,Medium/ High,Normal,CDM,2018.0,2023.0,72.0,172.0,1200.0,58.0,60.375,65.2,62.06896551724138,9.4
222576,21,Spain,77,Arsenal,21.0,1672,Right,1.0,4.0,3.0,High/ Medium,Lean,CB,2014.0,2019.0,71.0,139.0,2500.0,54.375,58.25,65.8,57.724137931034484,11.4
183920,28,Germany,68,MSV Duisburg,4.0,1679,Right,1.0,4.0,2.0,High/ Medium,Stocky,ST,2018.0,2020.0,75.0,201.0,1500.0,64.25,58.75,48.9,58.55172413793103,10.0
184944,33,Brazil,68,Antalyaspor,7.0,1846,Right,1.0,3.0,3.0,Medium/ Medium,Lean,CDM,2016.0,2020.0,69.0,157.0,750.0,62.625,63.375,65.3,63.93103448275862,11.8
201841,26,Belgium,71,Royal Excel Mouscron,5.0,1452,Right,1.0,3.0,2.0,Medium/ Medium,Lean,RCB,2018.0,2020.0,75.0,187.0,1400.0,42.875,45.25,61.7,50.3448275862069,12.2
223857,30,Chile,68,CD Everton de Viña del Mar,2.0,1664,Right,1.0,4.0,3.0,Medium/ Medium,Normal,LW,2017.0,2018.0,68.0,157.0,1100.0,67.0,62.875,46.4,57.310344827586206,11.0
228209,25,South Africa,72,Kaizer Chiefs,1.0,1597,Right,1.0,3.0,3.0,High/ Low,Lean,LCM,2018.0,2021.0,68.0,143.0,2600.0,63.25,64.125,46.6,55.37931034482759,10.8
171377,34,Mexico,68,Club Necaxa,5.0,1641,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,2018.0,2023.0,70.0,165.0,459.0,49.375,50.125,61.4,56.55172413793103,11.0
179569,31,Poland,68,Pogoń Szczecin,3.0,1839,Right,1.0,4.0,3.0,High/ Medium,Lean,LM,2018.0,2020.0,67.0,150.0,1000.0,64.875,65.375,57.0,63.44827586206897,12.4
189553,29,Spain,68,CA Osasuna,4.0,1782,Right,1.0,3.0,2.0,Low/ Medium,Normal,RB,2017.0,2019.0,69.0,154.0,1100.0,55.875,57.875,66.1,61.86206896551724,9.4
192369,31,Argentina,68,Newell's Old Boys,7.0,1737,Right,1.0,3.0,2.0,Low/ Medium,Normal,LDM,2018.0,2019.0,69.0,163.0,900.0,55.5,61.25,63.3,60.172413793103445,11.4
233074,26,Spain,71,AD Alcorcón,4.0,1748,Left,1.0,2.0,2.0,Medium/ Medium,Lean,CM,2017.0,2020.0,74.0,179.0,1800.0,60.0,64.375,63.5,60.827586206896555,9.8
182130,29,Hungary,68,Sporting Kansas City,4.0,1768,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,2018.0,2019.0,71.0,163.0,1300.0,67.625,65.125,50.2,61.06896551724138,11.2
191090,26,England,69,Ipswich Town,5.0,1844,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,2017.0,2019.0,73.0,172.0,2000.0,64.75,65.875,66.7,64.03448275862068,10.2
217203,31,Argentina,68,Club Atlético Aldosivi,5.0,1339,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,2018.0,2023.0,75.0,187.0,870.0,40.375,39.75,58.5,46.13793103448276,10.2
169843,29,England,68,Burton Albion,5.0,1388,Left,1.0,3.0,2.0,Low/ High,Stocky,CB,2016.0,2019.0,76.0,201.0,1200.0,43.0,44.125,60.7,47.827586206896555,12.2
244339,24,Serbia,69,Genoa,5.0,1712,Right,1.0,3.0,2.0,High/ Medium,Normal,RB,2018.0,2022.0,71.0,165.0,1600.0,57.875,59.5,66.2,59.827586206896555,7.8
194163,29,Finland,68,Montreal Impact,3.0,1826,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CB,2017.0,2018.0,71.0,172.0,1100.0,57.875,60.375,65.3,63.241379310344826,10.2
131444,34,Denmark,68,Aalborg BK,6.0,1821,Right,1.0,4.0,2.0,Medium/ High,Normal,LCM,2009.0,2019.0,70.0,159.0,531.0,60.25,63.125,67.4,63.06896551724138,12.6
199284,31,Switzerland,68,FC Thun,6.0,1919,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,CDM,2010.0,2020.0,69.0,174.0,1100.0,64.375,65.375,66.0,66.82758620689656,10.6
228980,24,Belgium,72,Sporting Lokeren,5.0,1820,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RB,2018.0,2022.0,70.0,163.0,1500.0,61.375,63.5,65.4,63.48275862068966,8.0
170612,27,Albania,69,Wisła Kraków,3.0,1812,Right,1.0,3.0,3.0,Medium/ Medium,Lean,LDM,2017.0,2020.0,70.0,159.0,1200.0,62.375,64.5,64.1,62.827586206896555,10.4
201845,26,Algeria,71,Sporting Lokeren,6.0,1795,Right,1.0,4.0,3.0,Medium/ High,Normal,CDM,2016.0,2020.0,74.0,192.0,1500.0,63.5,65.625,65.1,63.06896551724138,8.8
243829,28,Colombia,68,Al Faisaly,11.0,1599,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,2018.0,2021.0,71.0,190.0,1500.0,64.875,59.125,40.5,55.48275862068966,10.6
202102,31,China PR,68,Shanghai SIPG FC,6.0,1832,Left,1.0,2.0,3.0,Medium/ Medium,Normal,LB,2015.0,2018.0,72.0,154.0,1300.0,62.5,64.125,65.5,62.827586206896555,14.0
50294,35,Senegal,68,Montpellier HSC,8.0,1823,Right,2.0,3.0,3.0,Medium/ Medium,Normal,ST,2008.0,2019.0,69.0,165.0,800.0,66.75,65.125,57.0,63.241379310344826,11.4
201079,29,Italy,68,Ascoli,2.0,1905,Right,1.0,3.0,3.0,High/ Medium,Lean,RB,2018.0,2019.0,69.0,154.0,1000.0,62.375,64.75,64.3,65.82758620689656,11.8
199800,29,Morocco,68,Os Belenenses,3.0,1870,Left,1.0,2.0,3.0,High/ Medium,Normal,LB,2018.0,2020.0,70.0,152.0,1400.0,63.875,64.375,65.6,64.75862068965517,10.6
212088,33,Egypt,68,Al Ahli,13.0,1819,Left,1.0,3.0,3.0,Medium/ Medium,Lean,LB,2015.0,2019.0,67.0,157.0,595.0,63.25,64.25,65.4,63.241379310344826,10.0
191096,29,Trinidad & Tobago,68,Al Faisaly,10.0,1859,Right,1.0,3.0,3.0,Medium/ Medium,Stocky,RDM,2017.0,2021.0,72.0,176.0,1200.0,63.5,64.5,66.1,64.82758620689656,9.8
241785,30,Iran,68,Trabzonspor,13.0,1634,Left,1.0,3.0,3.0,High/ Medium,Normal,LW,2018.0,2020.0,71.0,165.0,1700.0,64.0,62.625,46.8,56.51724137931034,11.4
244345,23,Greece,73,Olympiacos CFP,1.0,1618,Right,1.0,3.0,2.0,High/ Medium,Normal,ST,2018.0,2021.0,71.0,168.0,2800.0,64.625,57.375,42.6,56.310344827586206,10.6
209018,31,Brazil,68,Al Batin,6.0,1719,Right,1.0,2.0,2.0,Low/ High,Normal,RDM,2018.0,2022.0,71.0,183.0,990.0,54.5,57.625,65.5,59.48275862068966,12.4
223610,21,Spain,78,Real Sociedad,8.0,1671,Left,1.0,3.0,3.0,Medium/ Medium,Lean,RM,2015.0,2020.0,68.0,134.0,3300.0,65.75,64.75,45.4,57.51724137931034,13.8
239738,20,Mexico,80,Santos Laguna,6.0,1707,Left,1.0,3.0,2.0,Medium/ High,Normal,LB,2017.0,2021.0,71.0,161.0,2700.0,54.75,58.125,65.1,59.275862068965516,10.2
188538,27,France,70,Os Belenenses,3.0,1405,Right,1.0,3.0,2.0,Medium/ Medium,Lean,RCB,2017.0,2019.0,75.0,181.0,1900.0,42.625,46.125,61.2,48.827586206896555,9.8
232571,22,Japan,72,Nagoya Grampus,3.0,1464,Right,1.0,3.0,2.0,Medium/ High,Lean,RCB,2018.0,2021.0,72.0,174.0,1300.0,42.75,44.375,61.8,50.55172413793103,11.2
238971,22,Germany,76,1. FC Magdeburg,6.0,1613,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LM,2015.0,2019.0,70.0,159.0,2300.0,64.375,63.625,51.6,56.06896551724138,8.0
181371,32,Brazil,68,Kashima Antlers,5.0,1887,Right,1.0,3.0,3.0,Medium/ Medium,Normal,LCM,2017.0,2021.0,71.0,168.0,878.0,63.625,65.5,65.7,65.37931034482759,11.2
202620,25,Ghana,70,Real Oviedo,5.0,1827,Right,1.0,2.0,3.0,Medium/ Medium,Lean,CAM,2018.0,2020.0,71.0,141.0,1800.0,66.125,66.125,64.7,63.37931034482759,10.2
227964,23,Brazil,73,FK Austria Wien,6.0,1751,Right,1.0,4.0,3.0,High/ Medium,Lean,RM,2016.0,2019.0,65.0,132.0,1800.0,65.0,64.0,48.7,60.51724137931034,10.8
231292,20,Northern Ireland,81,Norwich City,7.0,1750,Left,1.0,3.0,3.0,High/ Medium,Lean,LB,2016.0,2023.0,70.0,154.0,3800.0,60.75,62.125,64.9,61.41379310344828,8.8
210557,25,Portugal,73,CD Nacional,4.0,1799,Right,1.0,2.0,3.0,Medium/ Medium,Normal,LB,2012.0,2020.0,68.0,154.0,2100.0,58.0,60.875,64.9,62.03448275862069,12.2
229245,26,Chile,71,Deportes Iquique,2.0,1761,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CM,2018.0,2019.0,67.0,143.0,1600.0,60.625,63.875,64.5,61.03448275862069,9.6
200574,31,Korea Republic,68,Jeju United FC,3.0,1575,Right,1.0,3.0,2.0,Low/ High,Normal,CB,2017.0,2022.0,73.0,170.0,750.0,43.25,44.625,61.1,53.96551724137931,13.0
203902,26,Uruguay,69,Tiburones Rojos de Veracruz,4.0,1798,Right,1.0,3.0,3.0,Medium/ Medium,Normal,LM,2016.0,2019.0,67.0,137.0,1800.0,64.75,63.0,48.2,62.206896551724135,12.0
157310,32,France,68,FC Lorient,4.0,1860,Left,2.0,3.0,3.0,Medium/ Medium,Normal,CAM,2016.0,2020.0,68.0,152.0,1200.0,64.5,66.375,57.5,64.93103448275862,9.8
230526,26,Brazil,68,Atlético Paranaense,6.0,1842,Left,1.0,2.0,2.0,High/ Medium,Normal,LB,2018.0,2021.0,70.0,157.0,1400.0,61.75,64.5,65.7,62.724137931034484,15.8
192126,27,Sweden,68,Grasshopper Club Zürich,6.0,1670,Right,1.0,4.0,3.0,High/ Medium,Normal,LM,2017.0,2020.0,74.0,185.0,1400.0,65.625,63.375,46.3,58.44827586206897,8.6
205951,36,Brazil,68,HJK Helsinki,1.0,1833,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,2016.0,2019.0,72.0,172.0,215.0,63.0,63.375,67.1,64.06896551724138,10.2
144511,31,Italy,68,US Cremonese,2.0,1856,Left,2.0,2.0,2.0,Medium/ Medium,Lean,CM,2018.0,2020.0,72.0,165.0,1200.0,62.0,64.5,64.6,64.89655172413794,9.0
189311,28,England,68,Piast Gliwice,3.0,1900,Right,1.0,3.0,3.0,Medium/ High,Normal,LDM,2018.0,2019.0,71.0,161.0,979.0,62.25,65.0,65.9,66.37931034482759,8.6
207744,25,Central African Rep.,71,Le Havre AC,3.0,1668,Right,1.0,3.0,2.0,Medium/ High,Normal,LDM,2017.0,2020.0,73.0,183.0,1700.0,57.25,60.0,65.0,58.10344827586207,8.6
212608,30,Madagascar,68,Grenoble Foot 38,3.0,1634,Left,1.0,2.0,2.0,High/ Medium,Normal,LB,2018.0,2020.0,74.0,150.0,1100.0,51.625,54.25,63.9,56.44827586206897,10.8
221312,24,Colombia,70,Querétaro,4.0,1599,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,2017.0,2023.0,71.0,161.0,1600.0,50.125,52.875,63.7,54.89655172413793,12.2
200577,31,Korea Republic,68,Jeonbuk Hyundai Motors,4.0,1839,Right,2.0,3.0,2.0,Medium/ Medium,Normal,RB,2017.0,2022.0,71.0,163.0,748.0,60.0,62.5,65.5,63.3448275862069,12.4
214401,25,Colombia,72,Independiente Santa Fe,2.0,1504,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CB,2012.0,2019.0,72.0,170.0,1400.0,46.375,47.875,62.8,52.44827586206897,9.0
